"ID","Name","Battery","Signal Strength","Data Rate","CQI","LOS","Latitude","Longitude","IP","Rest Port","GRPc Port","UE-VBS","Children IDs","Parent ID",
"1","BaseStation","100.0","100.0","10000.0","12","true","0.0","0.0","127.0.0.1","8888","50051","true","[20, 15, 11, 21, 17]","null"
"20","867565c5-3097-49aa-bc83-b79b102b6b3e","69.08696859137264","0.3560590256775198","24.30010874326871","11","true","-63.43692395957978","-150.62900835991863","172.18.0.21","8888","50051","true","[9, 6, 12, 13, 16]","1"
"9","89e2f0a8-db82-4eef-8644-3af8acf51095","24.77371307374856","8.831364746032138","761.6587277674702","14","true","24.337269748545083","169.87161371217474","172.18.0.3","8888","50051","false","[]","20"
"6","ff6bed8f-48c5-467a-a608-9a50cba17d4c","57.21396143424266","12.715090295416456","961.0569181854017","6","true","3.2885400763424286","153.53713980797687","172.18.0.6","8888","50051","true","[7, 3, 4, 10, 5]","20"
"7","0c9cc293-af68-4b9b-8085-5e87a3a882eb","44.27410751932428","17.696226327176788","643.6594445935233","4","false","39.838746771876686","103.40255973210606","172.18.0.22","8888","50051","false","[]","6"
"3","50c64dd5-23b1-4c7d-b291-123b44504043","73.15167116791234","19.292932696115635","280.02171331558844","1","true","60.93097591913545","138.4700337112887","172.18.0.5","8888","50051","false","[]","6"
"4","9c31fe0e-d1e6-4157-b51a-796074bd7006","52.58601823115916","7.209042813230511","131.82230572615282","10","true","15.951812433767941","89.11032302909086","172.18.0.8","8888","50051","false","[]","6"
"10","d2e568b4-e321-4b29-9aed-3ad384e3209c","16.558461440737794","10.77258978434777","245.28991044402613","9","false","-85.25723073097963","-165.9809762780454","172.18.0.10","8888","50051","false","[]","6"
"5","6a2f1784-49c2-44ef-abc0-55ed7d3d2607","48.817698756525715","15.081365121820973","384.92328959579726","0","false","61.2737346678569","-166.0767412018334","172.18.0.4","8888","50051","false","[]","6"
"12","ab56b45d-4844-423d-b526-e933d7f6fabd","30.921094694361916","-84.28303240984984","509.422414799365","12","false","-75.17664825677483","-120.97768271582345","172.18.0.9","8888","50051","false","[]","20"
"13","cdce4afb-8aa3-4382-8981-8369819f4fa4","67.00840690048379","-97.09839280028898","366.00260838490607","12","false","-78.2087568228981","151.13473368746878","172.18.0.7","8888","50051","false","[]","20"
"16","dd443bde-70b7-4ece-a5a4-38dc77fff62c","96.85014778056363","-48.01334888086292","962.6760096223821","6","true","-77.20666411581942","-96.98251188447563","172.18.0.12","8888","50051","false","[]","20"
"15","98b58ce9-ebc0-4f84-8299-cc8e56abc9ff","87.93568041994398","5.40928360477494","275.8679257768519","11","false","13.973746776297233","-70.75167097558841","172.18.0.14","8888","50051","true","[8, 14, 19, 18, 2]","1"
"8","07117cb8-dae0-4d1e-a32a-938acb24ff5c","50.78262173910903","19.404527883780485","963.1830378337149","0","true","82.75107560276683","5.5970546417241565","172.18.0.13","8888","50051","false","[]","15"
"14","3b195aae-3a75-482e-9bf3-24b0a95c85ba","72.38939885641601","18.92123169283192","932.0072842833458","13","true","-9.566172585876231","-73.329673700364","172.18.0.11","8888","50051","false","[]","15"
"19","61fd1e14-45b9-42ad-90bf-fcbbda3b4985","61.50808184822816","-30.96823026840211","491.33399425127976","5","true","43.06628856878166","-61.98186808320989","172.18.0.19","8888","50051","false","[]","15"
"18","7b40941b-aff4-4293-9329-e2d70eb78f03","94.58765342548591","-11.326923793816093","444.95269036403016","11","false","7.045836842549704","-39.88757267120397","172.18.0.18","8888","50051","false","[]","15"
"2","afabe53a-f019-44ca-b0f4-fb2cf9ac76bc","24.29082784128149","-27.818592354015024","64.62243229553488","9","true","-40.41782765216322","-69.44062839649276","172.18.0.15","8888","50051","false","[]","15"
"11","1366a735-72cf-4300-b1f8-148553f8ad8b","47.4475616645867","-8.981817649936303","783.0839759825361","10","true","-47.58122980063318","33.724426925328686","172.18.0.20","8888","50051","false","[]","1"
"21","876302fb-cf49-44bd-8da9-e9f3213c46a3","61.120864457078085","-115.46484696675941","429.3426014840075","7","false","-52.048259683598936","24.090838857776703","172.18.0.17","8888","50051","false","[]","1"
"17","2d436704-2a65-4af1-b46c-a4e7e3e11ca9","78.38586933033926","-3.625431242609139","111.99704217314321","3","false","-5.290643804828832","-14.918522008983246","172.18.0.16","8888","50051","false","[]","1"
